InstrumentID,Date,Location,Gender,Time,Res1,Res2,Status,Officer
100203,12/6/14,ISU - POLICE DIVISION,F,1:59 AM,0.052,0.052,,"HICKS, DOUG E"
100203,12/6/14,ISU - POLICE DIVISION,M,1:46 AM,0.144,0.143,,"PETERSON, DAVID R"
149606,12/6/14,AMES POLICE DEPARTMENT,F,12:16 AM,0.165,0.165,,"THOMPSON, DAVID L"
149606,12/5/14,AMES PD,M,2:59 AM,0.16,0.159,,"HAUGE, RYAN"
149606,12/5/14,AMES POLICE DEPARTMENT,F,12:39 AM,0.156,0.155,,"BRINKLEY, JEFF A"
100212,12/5/14,HUXLEY POLICE DEPARTMENT,M,12:00 AM,0.155,0.155,,"ALBAUGH, NATHAN S"
100212,12/2/14,HUXLEY POLICE DEPARTMENT,,10:47 AM,0,0,,"BLESKACEK, JIM"
100212,12/2/14,HUXLEY POLICE DEPARTMENT,,10:41 AM,0,0,,"BLESKACEK, JIM"
149606,11/30/14,AMES PD,F,2:51 AM,,,Standard Out of Range,"GEIL, DARREN"
149606,11/30/14,AMES PD,F,2:40 AM,Incomplete,,,"GEIL, DARREN"
149606,11/30/14,AMES PD,F,2:37 AM,,,Standard Out of Range,"GEIL, DARREN"
149606,11/30/14,AMES PD,F,2:31 AM,Incomplete,,,"GEIL, DARREN"
100203,11/30/14,ISU - POLICE DIVISION,F,2:18 AM,0.045,0.045,,"PETERSON, DAVID R"
100203,11/30/14,ISU - POLICE DIVISION,F,2:06 AM,Incomplete,,,"PETERSON, DAVID R"
149606,11/29/14,AMES POLICE DEPARTMENT,F,1:11 AM,0.143,0.142,,"KLARIC, ANDREJ"
149606,11/27/14,AMES POLICE DEPARTMENT,M,3:20 AM,0.136,0.135,,"JOHNSEN, DON"
100203,11/26/14,ISU - POLICE DIVISION,M,3:02 AM,0.144,0.143,,"VARNER, KEITH D"
100199,11/26/14,STORY COUNTY SHERIFF'S OFFICE,M,12:06 AM,0.174,0.175,,"CIZMADIA, JOSH J"
100212,11/24/14,HUXLEY POLICE DEPARTMENT,F,3:05 AM,0.208,0.207,,"COWDEN, MEAGAN M"
100199,11/23/14,STORY COUNTY SHERIFF'S OFFICE,M,5:21 AM,0.172,0.173,,"NAVRATIL, JOEL D"
149606,11/23/14,AMES POLICE DEPARTMENT,M,2:25 AM,0.256,0.256,,"OBRYAN, PATRICK L"
149606,11/22/14,AMES PD,M,7:36 PM,0.087,0.086,,"MCPHERSON, BROOK"
100199,11/22/14,STORY COUNTY SHERIFF'S OFFICE,M,3:02 AM,0.084,0.084,,"GRIMM, JOSHUA A"
149606,11/22/14,AMES PD,F,2:14 AM,0.075,0.075,,"GEIL, DARREN"
149606,11/22/14,AMES PD,F,2:04 AM,Incomplete,,,"GEIL, DARREN"
100199,11/21/14,STORY COUNTY SHERIFF'S OFFICE,M,11:45 PM,0.102,0.104,,"JOHNSON, DAVID M"
100203,11/21/14,ISU - POLICE DIVISION,F,1:08 AM,0.101,0.1,,"DEUTMEYER, ZACHARY M"
100203,11/20/14,ISU - POLICE DIVISION,M,3:03 AM,0,0,,"MEENAGH, RYAN J"
149606,11/20/14,AMES PD,M,2:27 AM,0,0,,"STIELER, DANIEL"
149606,11/19/14,AMES POLICE DEPARTMENT,M,3:03 AM,0.09,0.091,,"JOHNSEN, DON"
100199,11/19/14,STORY COUNTY SHERIFF'S OFFICE,F,1:41 AM,0.186,0.187,,"LENNIE, NICHOLAS A"
149606,11/18/14,AMES PD,M,5:07 PM,Interference,,Interference Detected,"HIPPEN, COLE"
100199,11/16/14,STORY COUNTY SHERIFF'S OFFICE,M,2:29 AM,0.138,0.139,,"CIZMADIA, JOSH J"
100199,11/16/14,STORY COUNTY SHERIFF'S OFFICE,M,12:03 AM,0.224,0.225,,"CIZMADIA, JOSH J"
100199,11/15/14,STORY COUNTY SHERIFF'S OFFICE,F,1:11 AM,0,0,,"SCHMITZ, JAMIE R"
100203,11/14/14,ISU - POLICE DIVISION,F,2:53 AM,0.118,0.116,,"MEENAGH, RYAN J"
149606,11/13/14,AMES PD,F,7:23 PM,0.352,0.351,,"MCPHERSON, BROOK"
149606,11/13/14,AMES POLICE DEPARTMENT,F,3:28 PM,0,0,,"GOODE, GLENN O"
100199,11/13/14,STORY COUNTY SHERIFF'S OFFICE,M,12:44 AM,Refused,,,"SCHULTZ, KYLE D"
100199,11/9/14,STORY COUNTY SHERIFF'S OFFICE,M,1:42 AM,0.139,0.14,,"SCHULTZ, KYLE D"
100203,11/8/14,ISU - POLICE DIVISION,M,2:45 AM,0.156,0.156,,"HICKS, DOUG E"
149606,11/7/14,AMES PD,M,8:29 PM,0.221,0.219,,"HAUGE, RYAN"
100199,11/4/14,STORY COUNTY SHERIFF'S OFFICE,M,3:17 AM,0.188,0.187,,"GRIMM, JOSHUA A"
100199,11/4/14,STORY COUNTY SHERIFF'S OFFICE,M,3:06 AM,Incomplete,,,"GRIMM, JOSHUA A"
149606,11/2/14,AMES POLICE DEPARTMENT,M,6:57 PM,0.192,0.191,,"MCPHERSON, BROOK R"
149606,11/2/14,AMES POLICE DEPARTMENT,M,4:21 AM,0.157,0.156,,"JOHNSEN, DON"
100212,11/2/14,HUXLEY POLICE DEPARTMENT,F,12:45 AM,Invalid,,,"ALBAUGH, NATHAN S"
149606,11/1/14,AMES POLICE DEPARTMENT,M,2:29 AM,0.176,0.174,,"SHELTON, THOMAS J"
149606,10/29/14,AMES POLICE DEPARTMENT,M,1:19 AM,0.112,0.112,,"KLARIC, ANDREJ"
100203,10/27/14,ISU - POLICE DIVISION,M,11:39 PM,0,0,,"VARNER, KEITH D"
100199,10/25/14,STORY COUNTY SHERIFF'S OFFICE,M,10:55 PM,Refused,,,"GRIMM, JOSHUA A"
100212,10/24/14,HUXLEY POLICE DEPARTMENT,F,3:25 AM,0.139,0.139,,"ALBAUGH, NATHAN S"
100203,10/24/14,ISU - POLICE DIVISION,F,2:49 AM,0.036,0.035,,"LOERA, JULIAN C"
100203,10/24/14,ISU - POLICE DIVISION,F,2:28 AM,Incomplete,,,"LOERA, JULIAN C"
149606,10/23/14,AMES POLICE DEPARTMENT,M,12:49 AM,0.111,0.11,,"GEIL, DARREN A"
100203,10/22/14,ISU - POLICE DIVISION,M,1:50 AM,0.113,0.112,,"LOERA, JULIAN C"
149606,10/21/14,AMES POLICE DEPARTMENT,F,6:03 PM,0.325,0.324,,"MCPHERSON, BROOK"
100203,10/21/14,ISU - POLICE DIVISION,M,2:38 AM,0,0,,"LOERA, JULIAN C"
149606,10/21/14,AMES PD,F,2:28 AM,0,0,,"HAUGE, RYAN"
100199,10/21/14,STORY COUNTY SHERIFF'S OFFICE,M,12:46 AM,0.206,0.206,,"HOCHBERGER, NICHOLAS J"
149606,10/19/14,AMES POLICE DEPARTMENT,M,3:02 AM,0.077,0.077,,"BRINKLEY, JEFF A"
149606,10/19/14,AMES PD,M,2:49 AM,0.233,0.232,,"GEIL, DARREN"
149606,10/18/14,AMES POLICE DEPARTMENT,M,4:29 AM,0.077,0.077,,"JOHNSEN, DON"
149606,10/18/14,AMES PD,F,12:50 AM,0.034,0.033,,"HOCHBERGER, ASHLEY"
149606,10/17/14,AMES PD,M,12:56 PM,0,0,,"SAMMS, HARRY"
149606,10/17/14,AMES PD,M,12:19 AM,0.239,0.239,,"ARKOVICH, MIKE"
149606,10/16/14,AMES PD,M,2:04 AM,0,0,,"HAUGE, RYAN"
149606,10/15/14,AMES POLICE DEPARTMENT,M,12:35 AM,0,0,,"KLARIC, ANDREJ"
100203,10/14/14,ISU - POLICE DIVISION,M,2:31 AM,0,0,,"MEENAGH, RYAN J"
100199,10/13/14,STORY COUNTY SHERIFF'S OFFICE,M,12:24 AM,0.274,0.273,,"DEMAREST, DUSTIN J"
100199,10/12/14,STORY COUNTY SHERIFF'S OFFICE,M,6:21 AM,0.129,0.129,,"SCHMITZ, JAMIE R"
149606,10/12/14,AMES PD,M,5:32 AM,0,0,,"STIELER, DANIEL"
149606,10/12/14,AMES POLICE DEPARTMENT,M,1:34 AM,0.107,0.106,,"EATON, J"
100203,10/12/14,ISU - POLICE DIVISION,M,12:42 AM,0.236,0.235,,"AMUNDSON, PEDER J"
100199,10/11/14,STORY COUNTY JAIL,F,7:57 PM,0.135,0.134,,"PEARSTON, D"
100203,10/11/14,ISU - POLICE DIVISION,M,2:10 AM,0.155,0.155,,"BURROWS, CHRIS"
100199,10/11/14,STORY COUNTY SHERIFF'S OFFICE,M,2:01 AM,Refused,,,"DEMAREST, DUSTIN J"
149606,10/10/14,AMES POLICE DEPARTMENT,F,2:37 AM,0.192,0.19,,"JOHNSEN, DON"
149606,10/8/14,AMES PD,F,5:55 PM,0,0,,"ROZEBOOM, AMBER"
100199,10/8/14,STORY COUNTY SHERIFF'S OFFICE,F,4:37 AM,0.126,0.125,,"SCHULTZ, KYLE D"
149606,10/8/14,AMES PD,F,3:15 AM,0,0,,"STIELER, DANIEL"
149606,10/6/14,AMES POLICE DEPARTMENT,M,1:31 AM,0,0,,"KLARIC, ANDREJ"
100199,10/5/14,STORY COUNTY SHERIFF'S OFFICE,M,3:45 AM,Refused,,,"NAVRATIL, JOEL D"
100199,10/4/14,STORY COUNTY SHERIFF'S OFFICE,M,8:23 PM,0.161,0.16,,"SPRINGER, KELLI J"
100199,10/4/14,STORY COUNTY SHERIFF'S OFFICE,M,8:14 PM,0.133,0.132,,"BARTOS, MATTHEW B"
149606,10/4/14,AMES PD,F,3:43 AM,0.202,0.201,,"GEIL, DARREN"
100212,10/4/14,HUXLEY POLICE DEPARTMENT,M,3:41 AM,0.1,0.1,,"ALBAUGH, NATHAN S"
100212,10/4/14,HUXLEY POLICE DEPARTMENT,M,3:38 AM,,,Blank Error,"ALBAUGH, NATHAN S"
100212,10/4/14,HUXLEY POLICE DEPARTMENT,M,3:33 AM,,,Blank Error,"ALBAUGH, NATHAN S"
100212,10/4/14,HUXLEY POLICE DEPARTMENT,M,3:29 AM,,,Blank Error,"ALBAUGH, NATHAN S"
100212,10/4/14,HUXLEY POLICE DEPARTMENT,M,3:26 AM,,,Blank Error,"ALBAUGH, NATHAN S"
100203,10/3/14,ISU - POLICE DIVISION,F,3:13 AM,0.125,0.125,,"MEENAGH, RYAN J"
100203,10/3/14,ISU - POLICE DIVISION,M,1:49 AM,0.052,0.052,,"LOERA, JULIAN C"
149606,10/2/14,AMES POLICE DEPARTMENT,M,3:21 AM,0,0,,"HAUGE, RYAN D"
100199,9/29/14,STORY COUNTY SHERIFF'S OFFICE,M,12:02 AM,Refused,,,"BOECKMAN, ANDREW J"
149606,9/28/14,AMES PD,M,9:33 PM,Incomplete,,,"EATON, JASON"
149606,9/28/14,AMES POLICE DEPARTMENT,M,9:27 PM,0.174,0.173,,"EATON, J"
149606,9/28/14,AMES POLICE DEPARTMENT,M,4:25 AM,Refused,,,"HAUGE, RYAN D"
100199,9/28/14,STORY COUNTY SHERIFF'S OFFICE,M,1:35 AM,0.051,0.05,,"CIZMADIA, JOSH J"
100199,9/27/14,STORY COUNTY SHERIFF'S OFFICE,M,3:39 AM,0.11,0.111,,"SPRINGER, KELLI J"
100203,9/27/14,ISU - POLICE DIVISION,F,2:57 AM,0.188,0.187,,"MEENAGH, RYAN J"
100199,9/26/14,STORY C SHERIFF'S OFFICE,M,3:33 AM,0.187,0.186,,"SPRINGER, KELLI J"
100203,9/26/14,ISU - POLICE DIVISION,M,2:46 AM,0.145,0.145,,"MEENAGH, RYAN J"
149606,9/26/14,AMES PD,M,2:16 AM,0.131,0.13,,"GEIL, DARREN"
100199,9/26/14,STORY COUNTY SHERIFF'S OFFICE,F,12:58 AM,0.201,0.2,,"NAVRATIL, JOEL D"
149606,9/23/14,AMES POLICE DEPARTMENT,M,1:36 AM,0.152,0.151,,"HAUG, RYAN D"
149606,9/21/14,AMES PD,F,10:16 PM,0.004,0.004,,"HAUGE, RYAN"
100203,9/21/14,ISU - POLICE DIVISION,M,12:17 AM,0.081,0.08,,"LOERA, JULIAN C"
100199,9/20/14,STORY COUNTY SHERIFF'S OFFICE,M,8:31 PM,0.224,0.223,,"CHRISTIAN, ADAM J"
100199,9/20/14,STORY COUNTY SHERIFF'S OFFICE,M,8:23 PM,Incomplete,,,"CHRISTIAN, ADAM J"
100199,9/20/14,STORY COUNTY SHERIFF'S OFFICE,M,3:09 AM,0.194,0.192,,"BOECKMAN, ANDREW J"
149606,9/20/14,AMES POLICE DEPARTMENT,M,2:48 AM,0.116,0.116,,"MCPHERSON, BROOK R"
100199,9/20/14,STORY COUNTY JAIL,F,2:00 AM,0.093,0.093,,"COLBURN, J"
149606,9/19/14,AMES POLICE DEPARTMENT,F,12:22 AM,0.141,0.14,,"OBRYAN, PATRICK L"
100199,9/16/14,STORY COUNTY SHERIFF'S OFFICE,F,6:33 PM,0.144,0.144,,"HOCHBERGER, NICHOLAS J"
100212,9/14/14,HUXLEY POLICE DEPARTMENT,M,4:49 AM,0.119,0.12,,"COWDEN, MEAGAN M"
100212,9/14/14,HUXLEY POLICE DEPARTMENT,M,4:46 AM,,,Blank Error,"COWDEN, MEAGAN M"
100199,9/13/14,STORY COUNTY SHERIFF'S OFFICE,M,4:14 AM,0.105,0.104,,"SCHMITZ, JAMIE R"
149606,9/13/14,AMES POLICE DEPARTMENT,M,3:12 AM,0.112,0.112,,"BRINKLEY, JEFF A"
100203,9/13/14,ISU - POLICE DIVISION,M,2:49 AM,0.123,0.123,,"HICKS, DOUG E"
100203,9/7/14,ISU - POLICE DIVISION,M,2:12 AM,0.123,0.123,,"HICKS, DOUG E"
100212,9/7/14,HUXLEY POLICE DEPARTMENT,F,1:45 AM,0.044,0.044,,"ALBAUGH, NATHAN S"
100199,9/7/14,STORY CO JAIL,F,12:45 AM,0.138,0.137,,"SASSMAN, T"
149606,9/6/14,AMES PD,M,5:33 PM,0.201,0.199,,"UNDERWOOD, T"
100203,9/5/14,ISU - POLICE DIVISION,M,4:28 AM,0.136,0.135,,"MEENAGH, RYAN J"
149606,9/4/14,AMES PD,M,2:30 AM,0.134,0.134,,"GEIL, DARREN"
100199,9/4/14,STORY COUNTY SHERIFF'S OFFICE,M,1:25 AM,0.13,0.13,,"SCHMITZ, JAMIE"
100199,9/2/14,STORY COUNTY SHERIFF'S OFFICE,M,10:54 PM,0.068,0.067,,"CHRISTIAN, ADAM J"
100199,9/2/14,STORY COUNTY SHERIFF'S OFFICE,M,12:37 AM,0.178,0.177,,"BOECKMAN, ANDREW J"
100199,9/1/14,STORY COUNTY SHERIFF'S OFFICE,M,9:33 PM,0.311,0.31,,"JOHNSON, DAVID M"
100199,9/1/14,STORY COUNTY SHERIFF'S OFFICE,M,3:54 AM,0.168,0.168,,"NAVRATIL, JOEL D"
100199,9/1/14,STORY COUNTY SHERIFF'S OFFICE,F,2:29 AM,0.171,0.169,,"GRIMM, JOSHUA A"
100203,8/30/14,ISU - POLICE DIVISION,M,5:40 AM,0.137,0.137,,"HICKS, DOUG E"
100203,8/30/14,ISU - POLICE DIVISION,M,3:40 AM,0.106,0.105,,"MILLER, KERRI J"
100203,8/30/14,ISU - POLICE DIVISION,M,3:32 AM,,,Blank Error,"MILLER, KERRI J"
100199,8/30/14,STORY COUNTY SHERIFF'S OFFICE,M,3:11 AM,0.193,0.192,,"GRIMM, JOSHUA A"
100199,8/30/14,STORY COUNTY SHERIFF'S OFFICE,M,3:03 AM,Incomplete,,,"GRIMM, JOSHUA A"
149606,8/30/14,AMES POLICE DEPARTMENT,M,12:46 AM,0.098,0.099,,"BRINKLEY, JEFF A"
149606,8/29/14,AMES PD,M,4:26 AM,0.179,0.178,,"HAUGE, RYAN"
149606,8/29/14,AMES POLICE DEPARTMENT,F,3:11 AM,0.129,0.129,,"JOHNSEN, DON"
100203,8/29/14,ISU - POLICE DIVISION,M,3:00 AM,0.162,0.161,,"BURROWS, CHRIS"
100203,8/28/14,ISU - POLICE DIVISION,F,2:38 AM,0.145,0.145,,"MEENAGH, RYAN J"
100203,8/28/14,ISU - POLICE DIVISION,F,1:46 AM,0,0,,"LOERA, JULIAN C"
100199,8/28/14,STORY COUNTY SHERIFF'S OFFICE,M,12:15 AM,0.196,0.195,,"COMBS, DILLON C"
100199,8/25/14,STORY COUNTY SHERIFF'S OFFICE,M,10:19 PM,Refused,,,"DEMAREST, DUSTIN J"
100199,8/25/14,STORY COUNTY SHERIFF'S OFFICE,M,10:01 PM,Incomplete,,,"DEMAREST, DUSTIN J"
149606,8/25/14,AMES PD,M,11:56 AM,0.126,0.125,,"SALDIVAR, D"
149606,8/25/14,AMES POLICE DEPARTMENT,M,3:05 AM,0.153,0.152,,"KLARIC, ANDREJ"
100199,8/24/14,STORY COUNTY SHERIFF'S OFFICE,M,4:46 AM,0.076,0.076,,"SCHULTZ, KYLE D"
149606,8/24/14,AMES POLICE DEPARTMENT,M,3:10 AM,0.125,0.125,,"EATON, J"
100199,8/24/14,STORY COUNTY SHERIFF'S OFFICE,M,2:49 AM,0.086,0.086,,"CIZMADIA, JOSH J"
100203,8/24/14,ISU - POLICE DIVISION,M,1:21 AM,0.121,0.12,,"BURROWS, CHRIS"
100203,8/24/14,ISU - POLICE DIVISION,M,1:09 AM,0.094,0.094,,"MEENAGH, RYAN J"
100199,8/24/14,STORY COUNTY SHERIFF'S OFFICE,M,1:06 AM,0.08,0.079,,"SPRINGER, KELLI J"
149606,8/24/14,AMES POLICE DEPARTMENT,F,12:41 AM,0,0,,"EATON, J"
100199,8/23/14,STORY COUNTY SHERIFF'S OFFICE,M,1:33 AM,Refused,,,"CIZMADIA, JOSH J"
100203,8/23/14,ISU - POLICE DIVISION,F,1:25 AM,0.164,0.163,,"MEENAGH, RYAN J"
100199,8/21/14,STORY COUNTY SHERIFF'S OFFICE,M,7:49 PM,Incomplete,,,"DEMAREST, DUSTIN J"
100199,8/21/14,STORY COUNTY SHERIFF'S OFFICE,M,1:51 AM,Refused,,,"SCHULTZ, KYLE D"
100203,8/18/14,ISU - POLICE DIVISION,M,3:29 AM,0.068,0.068,,"BURROWS, CHRIS M"
100203,8/18/14,ISU - POLICE DIVISION,M,3:19 AM,0.082,0.082,,"MEENAGH, RYAN J"
100199,8/17/14,STORY COUNTY SHERIFF'S OFFICE,M,11:17 PM,0,0,,"SCHROEDER, JAMES C"
100199,8/17/14,STORY COUNTY SHERIFF'S OFFICE,M,9:35 PM,0.161,0.16,,"GRIMM, JOSHUA A"
100199,8/17/14,STORY COUNTY SHERIFF'S OFFICE,M,8:03 AM,0.106,0.105,,"HOVE, HEATH M"
100199,8/17/14,STORY COUNTY SHERIFF'S OFFICE,M,2:40 AM,0.032,0.031,,"SPRINGER, KELLI J"
100203,8/16/14,ISU - POLICE DIVISION,F,3:47 AM,0.065,0.065,,"BURROWS, CHRIS"
149606,8/16/14,AMES PD,F,2:44 AM,Incomplete,,,"HOCHBERGER, ASHLEY"
149606,8/16/14,AMES PD,F,2:38 AM,0.132,0.131,,"HOCHBERGER, ASHLEY"
149606,8/16/14,AMES PD,M,1:32 AM,0.185,0.184,,"GEIL, DARREN"
100199,8/15/14,STORY COUNTY SHERIFF'S OFFICE,M,8:25 PM,0.161,0.16,,"CIZMADIA, JOSH J"
100212,8/15/14,HUXLEY POLICE DEPARTMENT,M,2:21 PM,0,0,,"QUINN, ELIZABETH C"
100203,8/15/14,ISU - POLICE DIVISION,M,1:48 AM,0,0,,"MEENAGH, RYAN J"
100199,8/12/14,STORY COUNTY SHERIFF'S OFFICE,F,8:15 AM,0.111,0.11,,"NAVRATIL, JOEL D"
149606,8/12/14,AMES POLICE DEPARTMENT,M,12:40 AM,0.224,0.224,,"OBRYAN, PATRICK L"
100199,8/10/14,STORY COUNTY SHERIFF'S OFFICE,M,11:14 PM,Refused,,,"HOCHBERGER, NICHOLAS J"
100199,8/10/14,STORY COUNTY SHERIFF'S OFFICE,M,11:15 AM,0.261,0.261,,"HAFFNER, BRIAN L"
100203,8/10/14,ISU - POLICE DIVISION,F,3:33 AM,0.08,0.08,,"MILLER, KERRI J"
100203,8/10/14,ISU - POLICE DIVISION,M,2:54 AM,0.113,0.112,,"HICKS, DOUG E"
149606,8/10/14,AMES PD,M,1:40 AM,0.156,0.154,,"GEIL, DARREN"
100199,8/10/14,STORY COUNTY SHERIFF'S OFFICE,M,1:30 AM,Refused,,,"COMBS, DILLON C"
100203,8/9/14,ISU - POLICE DIVISION,M,2:52 AM,0.066,0.066,,"HICKS, DOUG E"
100199,8/9/14,STORY COUNTY SHERIFF'S OFFICE,M,2:34 AM,0.113,0.112,,"NAVRATIL, JOEL D"
149606,8/8/14,AMES PD,M,3:15 AM,0.156,0.155,,"GEIL, DARREN"
149606,8/7/14,AMES PD,M,12:54 AM,0.077,0.076,,"HERTZ, CLINT"
100199,8/4/14,STORY COUNTY SHERIFF'S OFFICE,M,12:41 AM,0.189,0.188,,"SCHMITZ, JAMIE R"
100199,8/3/14,STORY COUNTY SHERIFF'S OFFICE,M,10:27 PM,0,0,,"CIZMADIA, JOSH J"
100199,8/3/14,STORY COUNTY SHERIFF'S OFFICE,F,4:15 AM,0.151,0.15,,"SWIGART, TROOPER C"
149606,8/3/14,AMES POLICE DEPARTMENT,M,3:24 AM,Refused,,,"KLARIC, ANDREJ"
149606,8/3/14,AMES POLICE DEPARTMENT,M,1:15 AM,0.131,0.13,,"OBRYAN, PATRICK L"
100199,8/3/14,STORY COUNTY SHERIFF'S OFFICE,M,12:40 AM,0.074,0.073,,"HOCHBERGER, NICHOLAS J"
100199,8/2/14,STORY COUNTY SHERIFF'S OFFICE,F,4:40 AM,0.202,0.201,,"COMBS, DILLON C"
100199,8/2/14,STORY COUNTY SHERIFF'S OFFICE,F,4:32 AM,Incomplete,,,"COMBS, DILLON C"
100199,8/2/14,STORY COUNTY SHERIFF'S OFFICE,M,4:19 AM,0.104,0.103,,"GRIMM, JOSHUA A"
149606,8/1/14,AMES PD,M,6:56 PM,0,0,,"SCHIEFFER, NICK"
100199,8/1/14,STORY COUNTY SHERIFF'S OFFICE,F,1:28 PM,0,0,,"CIZMADIA, JOSH J"
100203,8/1/14,ISU - POLICE DIVISION,F,4:23 AM,0.119,0.119,,"VARNER, KEITH D"
100199,8/1/14,STORY COUNTY SHERIFF'S OFFICE,M,2:07 AM,0.159,0.158,,"GRIMM, JOSHUA A"
100203,8/1/14,ISU - POLICE DIVISION,M,1:25 AM,0.172,0.172,,"RIEDER, JASON"
100199,7/30/14,STORY COUNTY SHERIFF'S OFFICE,F,6:43 PM,0.241,0.24,,"HASKIN, BRICE J"
149606,7/27/14,AMES POLICE DEPARTMENT,M,4:28 AM,0.1,0.099,,"GEIL, DARREN A"
149606,7/27/14,AMES POLICE DEPARTMENT,M,4:20 AM,Incomplete,,,"GEIL, DARREN A"
100203,7/27/14,ISU - POLICE DIVISION,M,3:20 AM,0.17,0.169,,"PETERSON, DAVID R"
149606,7/26/14,AMES POLICE DEPARTMENT,F,10:33 PM,0.206,0.206,,"STIELER, DANIEL J"
149606,7/26/14,AMES PD,F,10:29 PM,,,Ambient Fail,"STIELER, DANIEL"
100199,7/26/14,STORY COUNTY SHERIFF'S OFFICE,F,5:34 AM,Refused,,,"SCHULTZ, KYLE D"
100203,7/25/14,ISU - POLICE DIVISION,M,2:35 AM,0.158,0.157,,"MEENAGH, RYAN J"
100203,7/25/14,ISU - POLICE DIVISION,M,2:25 AM,0.05,0.05,,"BURROWS, CHRIS"
100199,7/25/14,STORY COUNTY SHERIFF'S OFFICE,M,12:01 AM,0.162,0.161,,"SCHMITZ, JAMIE R"
100199,7/24/14,STORY COUNTY SHERIFF'S OFFICE,M,3:19 AM,Incomplete,,,"SCHMITZ, JAMIE R"
100199,7/24/14,STORY COUNTY SHERIFF'S OFFICE,M,2:03 AM,0.169,0.169,,"NAVRATIL, JOEL D"
100199,7/23/14,STORY COUNTY SHERIFF'S OFFICE,M,7:35 PM,0.129,0.128,,"SPENCER, JERRY M"
149606,7/21/14,AMES PD,M,3:33 AM,0.073,0.073,,"HOCHBERGER, ASHLEY"
100212,7/20/14,HUXLEY POLICE DEPARTMENT,M,12:28 PM,0.174,0.174,,"TICKLE, BRIAN P"
100199,7/20/14,STORY COUNTY SHERIFF'S OFFICE,M,4:54 AM,0.202,0.201,,"JOHNSON, DAVID M"
100212,7/19/14,HPD,M,4:12 AM,0.135,0.136,,"MARCHESANO, JOSEPH M"
149606,7/19/14,AMES PD,M,2:39 AM,0.118,0.117,,"SCHIEFFER, NICK"
100199,7/19/14,STORY COUNTY SHERIFF'S OFFICE,M,2:12 AM,0.127,0.127,,"BRANDES, CHRISTOPHER R"
