InstrumentID,Date,Location,Gender,Time,Res1,Res2,Status,Officer
100203,11/7/16,IOWA STATE UNIVERSTIY PD,M,7:19 PM,0.249,0.248,,"DEUTMEYER, ZACHARY"
149606,11/6/16,AMES POLICE DEPARTMENT,M,11:25 AM,0.127,0.127,,"RIVERA, N R"
100203,11/6/16,"55 ARMORY, AMES, IA",F,2:44 AM,0.162,0.161,,"GREENE, NATASHA"
149606,11/6/16,AMES PD,M,1:31 AM,0.011,0.011,,"JUNIOR, VINCENT"
100203,11/5/16,ISU DPS,M,2:49 AM,0.136,0.136,,"MEENAGH, RYAN"
100203,11/5/16,ISU DPS,M,2:29 AM,Invalid,,,"MEENAGH, RYAN"
149606,11/4/16,AMES PD,M,1:59 AM,0.182,0.181,,"HOCHBERGER, ASHLEY"
100203,11/2/16,ISU DPS,M,2:28 AM,0,0,,"MEENAGH, RYAN"
100212,10/31/16,HUXLEY POLICE DEPARTMENT,M,1:28 PM,0,0,,"DUDE, COOL"
149606,10/30/16,AMES PD,M,5:54 AM,0.198,0.198,,"JOHNSEN, DON"
149606,10/30/16,AMES PD,M,5:47 AM,Incomplete,,,"JOHNSEN, DON"
149606,10/30/16,AMES POLICE DEPARTMENT,M,3:18 AM,Refused,,,"HOCHBERGER, NICHOLAS J"
149606,10/30/16,AMES POLICE DEPARTMENT,M,2:51 AM,0.098,0.097,,"KOTHMANN, CULLEN A"
100199,10/30/16,STORY COUNTY SHERIFF'S OFFICE,F,2:38 AM,0.16,0.16,,"SPRINGER, KELLI J"
100203,10/30/16,ISU DPS,M,2:26 AM,0,0,,"MEENAGH, RYAN"
100199,10/30/16,STORY COUNTY SHERIFF'S OFFICE,M,2:26 AM,0.183,0.182,,"BOECKMAN, ANDREW J"
149606,10/30/16,AMES PD,M,1:46 AM,0.098,0.098,,"SHELTON, TOM"
100199,10/29/16,STORY COUNTY SHERIFF'S OFFICE,M,4:09 PM,0,0,,"NAVRATIL, JOEL D"
100203,10/29/16,ISU DPS,M,3:57 AM,Incomplete,,,"MEENAGH, RYAN"
100212,10/29/16,HUXLEY POLICE DEPARTMENT,F,3:53 AM,0.203,0.203,,"ALBAUGH, NATHAN S"
100203,10/29/16,ISU DPS,M,3:50 AM,0.148,0.148,,"MEENAGH, RYAN"
100199,10/29/16,STORY COUNTY SHERIFF'S OFFICE,M,3:21 AM,0.123,0.122,,"SCHULTZ, KYLE D"
149606,10/28/16,AMES POLICE DEPARTMENT,M,10:34 PM,0,0,,"PHANCHANTRAURAI, DILOK"
100203,10/28/16,ISU - POLICE DIVISION,F,3:27 AM,0.094,0.093,,"HICKS, DOUG E"
100203,10/28/16,ISU POLICE,M,3:04 AM,0.123,0.123,,"GREENE, NATASHA"
149606,10/28/16,AMES PD,M,2:30 AM,0.092,0.092,,"JUNIOR, VINCENT"
100203,10/25/16,ISU - POLICE DIVISION,M,2:24 AM,0,0,,"MOOERS, COBY A"
100199,10/24/16,STORY COUNTY SHERIFF'S OFFICE,M,1:17 AM,0.146,0.145,,"HOCHBERGER, NICHOLAS J"
149606,10/23/16,AMES POLICE DEPARTMENT,M,4:07 AM,0.081,0.08,,"KOEPPING, MITCHELL K"
149606,10/23/16,AMES PD,M,3:10 AM,0.125,0.124,,"KLARIC, ANDREJ"
100199,10/23/16,STORY COUNTY SHERIFF'S OFFICE,M,1:04 AM,0.239,0.238,,"SPRINGER, KELLI J"
100199,10/20/16,STORY COUNTY SHERIFF'S OFFICE,M,4:09 PM,0.151,0.15,,"COMBS, DILLON C"
100199,10/19/16,STORY COUNTY SHERIFF'S OFFICE,M,12:35 PM,0.233,0.232,,"SLICE, THOMAS D"
149606,10/17/16,AMES PD,F,3:28 PM,0.247,0.247,,"RIVERA, NATHAN"
100199,10/16/16,STORY COUNTY SHERIFF'S OFFICE,M,2:46 AM,0.141,0.141,,"SLICE, THOMAS D"
100203,10/16/16,ISU - POLICE DIVISION,M,2:35 AM,0.134,0.134,,"MOOERS, CAOBY A"
149606,10/15/16,AMES PD,F,6:02 PM,0.228,0.228,,"CHRISTENSEN, JOSEPH"
149606,10/15/16,AMES PD,F,5:59 PM,,,Standard Out of Range,"CHRISTENSEN, JOSEPH"
100199,10/15/16,STORY COUNTY SHERIFF'S OFFICE,M,12:35 AM,0,0,,"BRANDES, CHRISTOPHER R"
100199,10/15/16,STORY COUNTY SHERIFF'S OFFICE,M,12:27 AM,0.14,0.14,,"SLICE, THOMAS D"
149606,10/14/16,AMES PD,M,3:33 AM,0.135,0.134,,"KLARIC, ANDREJ"
100203,10/9/16,ISU - POLICE DIVISION,F,3:36 AM,0.143,0.142,,"MOOERS, COBY A"
100199,10/9/16,STORY COUNTY SHERIFF'S OFFICE,M,3:06 AM,Refused,,,"CIZMADIA, JOSH J"
100199,10/8/16,STORY COUNTY SHERIFF'S OFFICE,F,3:35 AM,0.172,0.171,,"SINK, BRETT R"
149606,10/8/16,AMES PD,M,12:10 AM,0.052,0.051,,"HOCHBERGER, ASHLEY"
100199,10/2/16,STORY COUNTY SHERIFF'S OFFICE,M,9:04 AM,0.161,0.161,,"SCOTT, J"
149606,10/2/16,AMES PD,M,4:13 AM,0.117,0.117,,"JOHNSEN, DON"
149606,10/2/16,AMES PD,M,1:24 AM,0,0,,"THAYER, LANE"
100203,9/30/16,ISU DPS,M,2:43 AM,0.169,0.169,,"MEENAGH, RYAN"
100203,9/30/16,ISU - POLICE DIVISION,M,1:51 AM,0,0,,"GREENE, NATASHA D"
149606,9/27/16,AMES PD,M,8:48 PM,0.258,0.257,,"MARSHALL, BLAKE"
100199,9/26/16,STORY COUNTY SHERIFF'S OFFICE,M,10:29 AM,0,0,,"HENDERSON, ANDREW P"
149606,9/25/16,AMES PD,M,4:04 AM,0.128,0.127,,"THAYER, LANE"
149606,9/25/16,AMES PD,M,3:56 AM,Incomplete,,,"THAYER, LANE"
100203,9/25/16,ISU - POLICE DIVISION,F,3:29 AM,0.168,0.167,,"MOOERS, COBY A"
100199,9/25/16,STORY COUNTY SHERIFF'S OFFICE,M,2:16 AM,0.133,0.132,,"HOCHBERGER, NICHOLAS J"
149606,9/24/16,AMES POLICE DEPARTMENT,M,4:06 AM,0.127,0.127,,"GODAR, LOGAN M"
149606,9/24/16,AMES PD,F,3:54 AM,0.211,0.211,,"MCPHERSON, BROOK"
100203,9/24/16,ISU - POLICE DIVISION,M,3:49 AM,0.141,0.14,,"HICKS, DOUG E"
100203,9/24/16,ISU - POLICE DIVISION,M,2:31 AM,0.117,0.117,,"MEENAGH, RYAN J"
100203,9/24/16,ISU - POLICE DIVISION,F,2:04 AM,0.168,0.167,,"PETERSON, DAVID R"
100203,9/24/16,ISU - POLICE DIVISION,F,1:30 AM,0.156,0.155,,"HICKS, DOUG E"
100199,9/21/16,STORY COUNTY SHERIFF'S OFFICE,M,10:58 PM,0,0,,"CIZMAIDA, JOSH J"
149606,9/18/16,AMES POLICE DEPARTMENT,M,4:38 AM,0.047,0.047,,"GEIL, DARREN A"
100203,9/18/16,ISU DPS,M,3:24 AM,0.153,0.153,,"MEENAGH, RYAN"
100203,9/17/16,ISU DPS,M,3:43 AM,0.132,0.13,,"MEENAGH, RYAN"
100199,9/16/16,STORY COUNTY SHERIFF'S OFFICE,M,9:33 PM,Refused,,,"BARTOS, MATTHEW B"
149606,9/16/16,AMES PD,F,9:07 PM,0.25,0.248,,"HAUGE, RYAN"
149606,9/16/16,AMES POLICE DEPARTMENT,M,4:47 AM,0.21,0.209,,"GODAR, LOGAN M"
100203,9/12/16,ISU - POLICE DIVISION,M,2:48 AM,0.089,0.088,,"GREENE, NATASHA D"
100203,9/12/16,ISU DPS,M,2:00 AM,0.177,0.176,,"MEENAGH, RYAN"
100203,9/11/16,ISU POLICE DEPT,M,3:46 AM,0.131,0.131,,"BURROWS, CHRIS"
149606,9/11/16,AMES PD,M,2:05 AM,0.235,0.234,,"HAUGE, RYAN"
100203,9/10/16,ISU - POLICE DIVISION,M,4:06 AM,0.235,0.234,,"MOOERS, COBY A"
149606,9/10/16,AMES PD,M,1:52 AM,0.216,0.215,,"KLARIC, ANDREJ"
100203,9/8/16,ISU - POLICE DIVISION,M,5:03 AM,0.16,0.159,,"MOOERS, COBY A"
100199,9/7/16,STORY COUNTY SO,F,8:59 AM,0.228,0.226,,"LARSON, R"
149606,9/6/16,AMES POLICE DEPARTMENT,M,3:21 AM,0.209,0.209,,"PHANCHANTRAURAI, DILOK"
100203,9/5/16,ISU - POLICE DIVISION,M,11:57 PM,0.153,0.152,,"RIEDER, JASON T"
100203,9/5/16,ISU - POLICE DIVISION,M,11:49 PM,Incomplete,,,"RIEDER, JASON T"
100199,9/5/16,STORY COUNTY SHERIFF'S OFFICE,F,7:42 AM,0.212,0.212,,"HOCHBERGER, NICHOLAS J"
100199,9/5/16,STORY COUNTY SHERIFF'S OFFICE,M,3:27 AM,0.116,0.116,,"BARTOS, MATTHEW B"
100199,9/5/16,STORY COUNTY SHERIFF'S OFFICE,F,1:47 AM,0,0,,"SPRINGER, KELLI J"
100203,9/4/16,ISU - POLICE DIVISION,M,3:18 AM,0.133,0.133,,"MOOERS, COBY A"
100203,9/4/16,ISU - POLICE DIVISION,M,3:04 AM,0.078,0.078,,"MEENAGH, RYAN J"
100199,9/4/16,STORY COUNTY SHERIFF'S OFFICE,M,2:12 AM,0.097,0.096,,"SPRINGER, KELLI J"
100212,9/4/16,HUXLEY POLICE DEPARTMENT,M,12:32 AM,0.108,0.108,,"ALBAUGH, NATHAN S"
100199,9/3/16,STORY COUNTY SHERIFF'S OFFICE,M,4:13 AM,Refused,,,"SLICE, THOMAS D"
100203,9/3/16,ISU - POLICE DIVISION,M,3:26 AM,0.046,0.045,,"MOOERS, COBY A"
149606,9/3/16,AMES PD,M,3:20 AM,0.164,0.164,,"CHRISTENSEN, JOSEPH"
100203,9/3/16,ISU - POLICE DIVISION,F,1:39 AM,0.056,0.056,,"MEENAGH, RYAN J"
149606,9/2/16,AMES POLICE DEPARTMENT,M,8:49 PM,0,0,,"EATON, J"
100199,9/2/16,STORY COUNTY SHERIFF'S OFFICE,M,5:12 AM,0,0,,"CIZMADIA, JOSH J"
149606,9/2/16,AMES PD,M,3:03 AM,0.109,0.109,,"ARKOVICH, MIKE"
149606,9/2/16,AMES PD,F,1:33 AM,0.07,0.07,,"EATON, JASON"
100203,8/28/16,55 ARMORY BUILDING,M,8:22 PM,0.019,0.019,,"DEUTMEYER, ZACHARY"
149606,8/28/16,AMES PD,M,12:56 PM,0.17,0.169,,"MCPHERSON, ADAM"
149606,8/28/16,AMES PD,M,2:13 AM,0.191,0.19,,"KOTHMANN, CULLEN"
100203,8/28/16,ISU - POLICE DIVISION,M,1:20 AM,0,0,,"MEENAGH, RYAN J"
149606,8/28/16,AMES PD,M,1:13 AM,0.147,0.146,,"HAUGE, RYAN"
149606,8/27/16,AMES PD,F,11:37 PM,0.044,0.043,,"HAUGE, RYAN"
100199,8/27/16,STORY COUNTY SHERIFF'S OFFICE,M,10:58 PM,0,0,,"DEMAREST, DUSTIN J"
100199,8/27/16,STORY COUNTY SHERIFF'S OFFICE,M,8:48 PM,0.146,0.145,,"CIZMADIA, JOSH J"
100203,8/27/16,ISU - POLICE DIVISION,M,5:30 AM,0.086,0.086,,"BELL, ALLISON M"
149606,8/27/16,AMES PD,M,3:07 AM,0.159,0.159,,"HANSEN, ELIJAH"
149606,8/26/16,AMES PD,F,2:42 AM,0.161,0.16,,"ARKOVICH, MIKE"
100199,8/24/16,STORY COUNTY SHERIFF'S OFFICE,M,11:48 PM,0.097,0.096,,"CIZMADIA, JOSH J"
149606,8/24/16,AMES POLICE DEPARTMENT,M,2:58 AM,0.191,0.19,,"THAYER, LANE T"
149606,8/24/16,AMES POLICE DEPARTMENT,M,2:55 AM,,,Standard Out of Range,"THAYER, LANE T"
149606,8/24/16,AMES POLICE DEPARTMENT,F,1:55 AM,0.18,0.179,,"PHANCHANTRAURAI, DILOK"
100203,8/21/16,ISU - POLICE DIVISION,M,6:22 AM,0.109,0.109,,"HICKS, DOUG E"
149606,8/21/16,AMES PD,F,2:52 AM,0.151,0.151,,"VANDER ZWAAG, JOSH"
100199,8/21/16,STORY COUNTY SHERIFF'S OFFICE,M,12:28 AM,0.204,0.203,,"SCHULTZ, KYLE D"
100199,8/20/16,STORY COUNTY SHERIFF'S OFFICE,M,11:54 PM,0.167,0.166,,"SLICE, THOMAS D"
100203,8/20/16,ISU - POLICE DIVISION,F,3:29 AM,0.199,0.198,,"GREENE, NATASHA D"
100203,8/20/16,ISU - POLICE DIVISION,F,3:09 AM,0.088,0.087,,"MOOERS, COBY A"
100203,8/19/16,ISU - POLICE DIVISION,M,3:25 AM,0.036,0.035,,"GREENE, NATASHA D"
100199,8/18/16,STORY COUNTY SHERIFF'S OFFICE,F,11:53 PM,0.251,0.25,,"HOFFMAN, ALEX J"
149606,8/17/16,AMES PD,M,6:50 PM,0,0,,"KOEPPING, MITCHELL"
100203,8/17/16,ISU - POLICE DIVISION,M,1:33 AM,0.027,0.027,,"MOOERS, COBY A"
100203,8/15/16,ISU - POLICE DIVISION,M,3:44 AM,Refused,,,"HICKS, DOUG E"
100212,8/14/16,HUXLEY POLICE DEPARTMENT,M,3:16 AM,0.057,0.056,,"COWDEN, MEAGAN M"
100203,8/13/16,ISU - POLICE DIVISION,,3:47 AM,0.086,0.085,,"GREENE, NATASHA D"
100212,8/13/16,HUXLEY POLICE DEPARTMENT,M,3:41 AM,0.191,0.19,,"ALBAUGH, NATHAN S"
100199,8/13/16,STORY COUNTY SHERIFF'S OFFICE,F,12:16 AM,0.17,0.169,,"SCHULTZ, KYLE D"
100199,8/12/16,STORY COUNTY JAIL,M,5:27 PM,0.143,0.142,,"FISCHELS, A"
149606,8/12/16,AMES PD,M,5:55 AM,0.174,0.174,,"JOHNSEN, DON"
100199,8/11/16,STORY COUNTY SHERIFF'S OFFICE,M,11:35 PM,0.227,0.225,,"BEAN, SETH A"
149606,8/11/16,AMES PD,M,5:15 AM,0,0,,"GODAR, LOGAN"
100212,8/11/16,HUXLEY POLICE DEPARTMENT,F,3:41 AM,0.135,0.134,,"COWDEN, MEAGAN M"
149606,8/10/16,AMES PD,M,5:18 AM,0,0,,"HAUGE, RYAN"
100203,8/10/16,ISU - POLICE DIVISION,M,3:01 AM,0.122,0.123,,"MOOERS, COBY A"
100203,8/9/16,ISU - POLICE DIVISION,M,4:18 AM,0,0,,"BELL, ALLISON M"
100203,8/6/16,ISU - POLICE DIVISION,F,3:51 AM,0.042,0.042,,"MEENAGH, RYAN J"
149606,8/6/16,AMES PD,F,3:19 AM,0.143,0.143,,"MCPHERSON, BROOK"
100203,8/6/16,ISU - POLICE DIVISION,M,12:48 AM,0.037,0.037,,"MEENAGH, RYAN J"
100203,8/5/16,ISU - POLICE DIVISION,M,2:58 AM,0.144,0.144,,"MEENAGH, RYAN J"
100203,8/4/16,ISU - POLICE DIVISION,M,2:50 AM,0.119,0.119,,"MOOERS, COBY A"
100199,8/4/16,STORY COUNTY SHERIFF'S OFFICE,M,12:49 AM,0,0,,"SPRINGER, KELLI J"
149606,8/4/16,AMES PD,F,12:40 AM,0.211,0.211,,"ROPP, HEATH"
100199,8/3/16,STORY COUNTY SHERIFF'S OFFICE,M,10:15 PM,0.146,0.145,,"SPENCER, JERRY M"
100203,8/3/16,ISU - POLICE DIVISION,M,2:28 AM,0.195,0.193,,"HICKS, DOUG E"
149606,8/3/16,AMES PD,M,12:28 AM,0.056,0.055,,"HAUGE, RYAN"
100199,8/1/16,STORY COUNTY SHERIFF'S OFFICE,F,11:27 PM,0.107,0.106,,"BORST, D"
100199,8/1/16,STORY COUNTY SHERIFF'S OFFICE,F,10:37 PM,Incomplete,,,"BORST, D"
100203,7/31/16,ISU - POLICE DIVISION,F,1:36 AM,0.161,0.16,,"MEENAGH, RYAN J"
100199,7/30/16,STORY COUNTY SHERIFF'S OFFICE,F,4:30 AM,0.093,0.093,,"BEAN, SETH A"
100203,7/29/16,ISU - POLICE DIVISION,M,3:32 AM,0.099,0.099,,"MEENAGH, RYAN J"
100203,7/29/16,ISU - POLICE DIVISION,M,2:56 AM,0.105,0.104,,"MOOERS, COBY A"
100203,7/29/16,ISU - POLICE DIVISION,F,2:29 AM,0.129,0.129,,"HICKS, DOUG E"
100203,7/28/16,ISU - POLICE DIVISION,M,1:08 AM,0.049,0.049,,"MOOERS, COBY A"
100199,7/27/16,STORY COUNTY SHERIFF'S OFFICE,M,6:40 AM,0.135,0.134,,"SCHULTZ, KYLE D"
100203,7/26/16,ISU - POLICE DIVISION,M,12:16 AM,0,0,,"BELL, ALLISON M"
100199,7/24/16,STORY COUNTY SHERIFF'S OFFICE,M,2:37 AM,0.025,0.024,,"SPRINGER, KELLI J"
100199,7/23/16,STORY COUNTY SHERIFF'S OFFICE,F,6:09 PM,0,0,,"ROSEN, CHRISTINE E"
149606,7/23/16,AMES PD,F,1:45 AM,0.223,0.222,,"KLARIC, ANDREJ"
100203,7/20/16,ISU - POLICE DIVISION,M,3:27 AM,0.191,0.19,,"GREENE, NATASHA D"
100199,7/20/16,STORY COUNTY SHERIFF'S OFFICE,M,2:04 AM,0,0,,"SPRINGER, KELLI J"
100203,7/19/16,ISU - POLICE DIVISION,M,5:27 AM,0.159,0.159,,"MOOERS, COBY A"
100199,7/16/16,STORY COUNTY SHERIFF'S OFFICE,F,2:37 AM,Refused,,,"HOCHBERGER, NICHOLAS J"
100212,7/15/16,HUXLEY PD,M,6:37 PM,0.123,0.121,,"MARCHESANO, JOSEPH M"
100212,7/14/16,HUXLEY POLICE DEPARTMENT,,10:46 AM,0,0,,"BLESKACEK, JIM"
100199,7/14/16,STORY COUNTY SHERIFF'S OFFICE,,8:32 AM,0,0,,"BLESKACEK, JIM"
100199,7/14/16,STORY COUNTY SHERIFF'S OFFICE,F,4:05 AM,0.212,0.211,,"HOCHBERGER, NICHOLAS J"
100203,7/13/16,ISU - POLICE DIVISION,F,12:18 AM,0.146,0.144,,"DEUTMEYER, ZACHARY M"
100203,7/13/16,ISU - POLICE DIVISION,F,12:07 AM,Incomplete,,,"DEUTMEYER, ZACHARY M"
100203,7/12/16,ISU - POLICE DIVISION,M,3:20 AM,0.048,0.047,,"MOOERS, COBY A"
100199,7/11/16,STORY COUNTY SHERIFF'S OFFICE,M,1:15 AM,0.108,0.107,,"SCHMITZ, JAMIE"
100203,7/10/16,ISU - POLICE DIVISION,F,3:18 AM,0.1,0.099,,"HICKS, DOUG E"
100203,7/10/16,ISU - POLICE DIVISION,F,3:10 AM,Incomplete,,,"HICKS, DOUG E"
100199,7/9/16,STORY COUNTY SHERIFF'S OFFICE,F,1:30 AM,0.346,0.344,,"SPRINGER, KELLI J"
100203,7/8/16,ISU - POLICE DIVISION,M,2:57 AM,0.115,0.115,,"GREENEE, NATASHA D"
100199,7/8/16,STORY COUNTY SHERIFF'S OFFICE,M,12:16 AM,Refused,,,"BEAN, SETH A"
100203,7/7/16,ISU - POLICE DIVISION,M,1:48 AM,0.132,0.132,,"BELL, ALLISON M"
100199,7/6/16,STORY COUNTY SHERIFF'S OFFICE,M,3:38 AM,0.133,0.132,,"CIZMADIA, JOSH J"
100199,7/6/16,STORY COUNTY SHERIFF'S OFFICE,M,3:30 AM,,,Blank Error,"CIZMADIA, JOSH J"
100203,7/4/16,ISU - POLICE DIVISION,M,3:00 AM,0,0,,"BELL, ALLISON M"
100199,7/4/16,STORY COUNTY SHERIFF'S OFFICE,M,2:02 AM,0.12,0.119,,"ROSEN, CHRISTINE E"
100199,7/3/16,STORY COUNTY SHERIFF'S OFFICE,M,6:05 AM,0.056,0.056,,"CIZMADIA, JOSH J"
100199,7/3/16,STORY COUNTY JAIL,M,5:19 AM,0.188,0.187,,"FISCHELS, A"
100199,7/3/16,STORY COUNTY SHERIFF'S OFFICE,M,2:13 AM,0,0,,"CIZMADIA, JOSH J"
100203,7/3/16,ISU - POLICE DIVISION,M,2:00 AM,0.103,0.104,,"GREENE, NATASHA D"
100199,7/3/16,STORY COUNTY SHERIFF'S OFFICE,M,12:40 AM,0.138,0.137,,"HOCHBERGER, NICHOLAS J"
149606,7/2/16,AMES POLICE DEPARTMENT,F,2:20 AM,0,0,,"HAUGE, RYAN D"
100199,7/1/16,STORY COUNTY SHERIFF'S OFFICE,M,10:00 PM,0.21,0.209,,"HOCHBERGER, NICHOLAS J"
149606,7/1/16,AMES PD,M,12:19 AM,0.192,0.192,,"ROPP, HEATH"
100199,6/30/16,STORY COUNTY SHERIFF'S OFFICE,M,6:02 PM,0.207,0.206,,"MASSARO, MATTHEW J"
149606,6/30/16,AMES PD,M,2:29 AM,0.186,0.185,,"ARKOVICH, MIKE"
149606,6/29/16,AMES PD,,4:07 PM,0,0,,"MARSHALL, BLAKE"
100199,6/26/16,STORY COUNTY SHERIFF'S OFFICE,F,7:33 AM,0.126,0.125,,"SCHMITZ, JAMIE"
100199,6/26/16,STORY COUNTY SHERIFF'S OFFICE,F,7:25 AM,Incomplete,,,"SCHMITZ, JAMIE"
100203,6/26/16,ISU - POLICE DIVISION,M,4:07 AM,0.125,0.124,,"MOOERS, COBY A"
100199,6/26/16,STORY COUNTY SHERIFF'S OFFICE,M,4:00 AM,Refused,,,"BOECKMAN, ANDREW J"
149606,6/26/16,AMES POLICE DEPARTMENT,M,2:03 AM,Refused,,,"HOCHBERGER, NICHOLAS J"
100203,6/26/16,ISU - POLICE DIVISION,F,12:58 AM,0.161,0.16,,"MEENAGH, RYAN J"
100199,6/25/16,STORY COUNTY SHERIFF'S OFFICE,M,10:29 PM,Refused,,,"CIZMADIA, JOSH J"
149606,6/25/16,AMES POLICE DEPARTMENT,M,10:11 AM,0,0,,"MILLER, JAMIE J"
100203,6/25/16,ISU - POLICE DIVISION,M,2:19 AM,0.174,0.174,,"MOOERS, COBY A"
149606,6/24/16,AMES POLICE DEPARTMENT,F,2:58 AM,0.112,0.112,,"HANSEN, ELIJAH C"
100212,6/23/16,HUXLEY POLICE DEPARTMENT,F,1:12 PM,0.188,0.187,,"COMBS, DILLON C"
100203,6/23/16,ISU - POLICE DIVISION,M,2:51 AM,0.128,0.128,,"MOOERS, COBY A"
149606,6/22/16,AMES POLICE DEPARTMENT,M,9:07 AM,0,0,,"ERIC, SNYDER"
149606,6/22/16,AMES POLICE DEPARTMENT,M,9:05 AM,,,Pump Error,"ERIC, SNYDER"
149606,6/21/16,AMES POLICE DEPARTMENT,M,4:07 AM,0.16,0.159,,"GEIL, DARREN A"
100203,6/21/16,ISU - POLICE DIVISION,M,1:51 AM,0.118,0.118,,"VARNER, KEITH D"
