InstrumentID,Date,Location,Gender,Time,Res1,Res2,Status,Officer
100199,12/7/13,STORY COUNTY SHERIFF'S OFFICE,M,11:11 PM,0.261,0.26,,"HOCHBERGER, NICHOLAS J"
100212,12/7/13,HUXLEY POLICE DEPARTMENT,F,3:10 AM,0.103,0.103,,"BOECKMAN, ANDY J"
100203,12/7/13,ISU - POLICE DIVISION,M,2:31 AM,0.179,0.178,,"OCHOA, EMORY L"
100203,12/7/13,ISU - POLICE DIVISION,M,2:01 AM,0.091,0.09,,"DE VRIES, RYAN J"
100199,12/7/13,STORY COUNTY SHERIFF'S OFFICE,M,1:02 AM,0.144,0.145,,"NAVRATIL, JOEL D"
100203,12/5/13,ISU - POLICE DIVISION,F,2:56 AM,0.185,0.184,,"OCHOA, EMORY L"
100203,12/4/13,ISU - POLICE DIVISION,F,2:14 AM,0.103,0.103,,"OCHOA, EMORY L"
100199,12/2/13,STORY COUNTY SHERIFF'S OFFICE,M,1:46 PM,0,0,,"CIZMADIA, JOSH J"
100199,12/1/13,STORY COUNTY SHERIFF'S OFFICE,M,4:30 AM,Refused,,,"GRIMM, JOSH A"
100203,12/1/13,ISU - POLICE DIVISION,F,3:36 AM,0.098,0.098,,"THAYER, LANE T"
100203,12/1/13,ISU - POLICE DIVISION,M,3:19 AM,0.125,0.124,,"BAILEY, DENNIS M"
100199,11/29/13,STORY COUNTY SHERIFF'S OFFICE,M,10:16 PM,0.184,0.184,,"JOHNSON, DAVID M"
100199,11/29/13,STORY COUNTY SHERIFF'S OFFICE,M,10:14 PM,,,Ambient Fail,"JOHNSON, DAVID M"
100199,11/29/13,STORY COUNTY SHERIFF'S OFFICE,M,2:06 AM,0.199,0.2,,"GRIMM, JOSH A"
100203,11/28/13,ISU - POLICE DIVISION,F,3:41 AM,0.162,0.162,,"BURROWS, CHRIS"
100203,11/28/13,ISU - POLICE DIVISION,M,2:50 AM,0.104,0.103,,"DE VRIES, RYAN J"
100199,11/28/13,STORY COUNTY SHERIFF'S OFFICE,M,1:12 AM,0.108,0.108,,"GRIMM, JOSH A"
100203,11/28/13,ISU - POLICE DIVISION,M,1:03 AM,0.195,0.194,,"EATON, J"
100203,11/24/13,ISU - POLICE DIVISION,M,9:46 AM,Refused,,,"JOHNSON, ADRIANNE L"
100199,11/24/13,STORY COUNTY SHERIFF'S OFFICE,F,6:58 AM,0.163,0.163,,"SCHULTZ, KYLE D"
100203,11/24/13,ISU - POLICE DIVISION,M,5:28 AM,0.039,0.039,,"HICKS, DOUG E"
100203,11/24/13,ISU - POLICE DIVISION,M,2:48 AM,0.148,0.148,,"DE VRIES, RYAN J"
100203,11/23/13,ISU - POLICE DIVISION,M,9:51 PM,0,0,,"ROZEBOOM, AMBER L"
100203,11/22/13,ISU - POLICE DIVISION,M,2:31 AM,0.106,0.106,,"OCHOA, EMORY L"
100199,11/21/13,STORY COUNTY SHERIFF'S OFFICE,M,10:37 AM,0,0,,"THOMPSON, DAVID L"
100203,11/21/13,ISU - POLICE DIVISION,F,2:33 AM,0.132,0.132,,"OETKER, PATRICK J"
100203,11/16/13,ISU - POLICE DIVISION,M,3:35 AM,0.129,0.129,,"EATON, J"
100203,11/16/13,ISU - POLICE DIVISION,M,2:26 AM,0.149,0.149,,"KOTHMANN, CULLEN A"
100203,11/16/13,ISU - POLICE DIVISION,F,1:56 AM,0.093,0.093,,"MEENAGH, RYAN J"
100203,11/16/13,ISU - POLICE DIVISION,M,1:44 AM,0.159,0.159,,"HAUGE, RYAN D"
100199,11/15/13,STORY COUNTY SHERIFF'S OFFICE,M,7:30 PM,0.31,0.309,,"GRUBBS, JASON D"
100203,11/14/13,ISU - POLICE DIVISION,F,3:38 AM,0.15,0.149,,"THAYER, LANE T"
100203,11/14/13,ISU - POLICE DIVISION,M,3:02 AM,0.164,0.163,,"OCHOA, EMORY L"
100199,11/14/13,STORY COUNTY SHERIFF'S OFFICE,M,2:29 AM,0.139,0.14,,"GRIMM, JOSHUA A"
100199,11/14/13,STORY COUNTY SHERIFF'S OFFICE,M,2:21 AM,Incomplete,,,"GRIMM, JOSHUA A"
100199,11/13/13,STORY COUNTY SHERIFF'S OFFICE,F,9:35 AM,0,0,,"COMBS, DILLON C"
100203,11/11/13,ISU - POLICE DIVISION,F,10:59 PM,Refused,,,"HERTZ, CLINT J"
100203,11/11/13,ISU - POLICE DIVISION,F,10:51 PM,Incomplete,,,"HERTZ, CLINT J"
100203,11/11/13,ISU - POLICE DIVISION,F,10:17 PM,Incomplete,,,"HERTZ, CLINT J"
100212,11/10/13,HUXLEY PD,M,8:11 PM,0.133,0.134,,"MARCHESANO, JOSEPH M"
100203,11/10/13,ISU - POLICE DIVISION,M,3:46 AM,0.165,0.165,,"DE VRIES, RYAN J"
100199,11/9/13,STORY COUNTY SHERIFF'S OFFICE,F,8:58 PM,Refused,,,"SCHROEDER, JAMES C"
100212,11/9/13,HUXLEY POLICE DEPARTMENT,F,4:17 AM,0.094,0.094,,"ALBAUGH, NATHAN S"
100199,11/9/13,STORY COUNTY SHERIFF'S OFFICE,M,4:03 AM,0.124,0.124,,"CIZMADIA, JOSH J"
100203,11/9/13,ISU - POLICE DIVISION,F,3:42 AM,0.1,0.1,,"OCHOA, EMORY L"
100199,11/9/13,STORY COUNTY SHERIFF'S OFFICE,F,3:42 AM,Refused,,,"SCHULTZ, KYLE D"
100203,11/9/13,ISU - POLICE DIVISION,M,1:12 AM,0.166,0.165,,"OCHOA, EMORY L"
100199,11/7/13,STORY COUNTY SHERIFF'S OFFICE,M,3:34 AM,0.176,0.176,,"GRIMM, JOSH A"
100199,11/6/13,STORY COUNTY SHERIFF'S OFFICE,M,11:04 PM,0.089,0.09,,"BRANDES, CHRISTOPHER R"
100199,11/4/13,STORY COUNTY SHERIFF'S OFFICE,M,11:52 PM,0.137,0.138,,"JOHNSON, DAVID M"
100199,11/4/13,STORY COUNTY SHERIFF'S OFFICE,M,3:34 AM,0,0,,"CIZMADIA, JOSH J"
100203,11/3/13,ISU - POLICE DIVISION,M,5:37 PM,0,0,,"HICKS, DOUG E"
100203,11/3/13,ISU - POLICE DIVISION,M,3:32 AM,0.109,0.109,,"GEIL, DARREN A"
100199,11/3/13,STORY COUNTY SHERIFF'S OFFICE,F,3:17 AM,0.173,0.173,,"NAVRATIL, JOEL D"
100199,11/3/13,STORY COUNTY SHERIFF'S OFFICE,M,1:59 AM,0.18,0.18,,"CIZMADIA, JOSH J"
100203,11/3/13,ISU - POLICE DIVISION,F,1:22 AM,0.126,0.126,,"OCHOA, EMORY L"
100199,11/3/13,STORY COUNTY SHERIFF'S OFFICE,M,12:47 AM,0.198,0.199,,"JOHNSON, DAVID M"
100203,11/2/13,ISU - POLICE DIVISION,F,11:26 PM,Incomplete,,,"RIEDER, JASON"
100203,11/2/13,IOWA STATE UNIVERSITY POLICE,F,11:15 PM,Incomplete,,,"RIEDER, JASON"
100199,11/2/13,STORY COUNTY SHERIFF'S OFFICE,M,5:52 PM,0.206,0.206,,"JOHNSON, DAVID M"
100203,11/2/13,ISU - POLICE DIVISION,M,3:33 AM,0.127,0.126,,"JOHNSEN, DON"
100212,11/2/13,HUXLEY POLICE DEPARTMENT,M,2:30 AM,0.134,0.135,,"ALBAUGH, NATHAN S"
100199,11/2/13,STORY COUNTY SHERIFF'S OFFICE,F,12:42 AM,0.086,0.086,,"CIZMADIA, JOSH J"
100203,11/1/13,ISU - POLICE DIVISION,M,4:05 AM,0.173,0.173,,"GEIL, DARREN A"
100203,11/1/13,ISU - POLICE DIVISION,F,2:27 AM,0.102,0.101,,"OCHOA, EMORY L"
100203,11/1/13,ISU - POLICE DIVISION,M,2:20 AM,0.171,0.17,,"JOHNSEN, DON"
100203,11/1/13,ISU - POLICE DIVISION,M,2:11 AM,0.072,0.072,,"VARNER, KEITH D"
100199,10/31/13,STORY COUNTY SHERIFF'S OFFICE,M,12:02 AM,0.185,0.186,,"NAVRATIL, JOEL D"
100203,10/30/13,ISU - POLICE DIVISION,M,2:59 AM,0.203,0.202,,"EATON, J"
100203,10/29/13,ISU PD,M,11:41 PM,0.005,0.006,,"CHRISTENSEN, LIEF"
100199,10/28/13,STORY COUNTY SHERIFF'S OFFICE,F,9:57 PM,Refused,,,"SCOTT, JEFF"
100203,10/27/13,ISU - POLICE DIVISION,M,4:28 AM,0.186,0.185,,"JOHNSEN, DON"
100199,10/27/13,STORY COUNTY SHERIFF'S OFFICE,F,4:23 AM,0.193,0.193,,"SCHULTZ, KYLE D"
100199,10/27/13,STORY COUNTY SHERIFF'S OFFICE,M,12:44 AM,0,0,,"BRANDES, CHRISTOPHER R"
100203,10/26/13,ISU - POLICE DIVISION,M,8:00 PM,0.196,0.195,,"SPOON, STEVEN A"
100203,10/26/13,ISU - POLICE DIVISION,M,3:43 AM,Refused,,,"DE VRIES, RYAN J"
100199,10/26/13,STORY COUNTY SHERIFF'S OFFICE,M,3:23 AM,Refused,,,"GRIMM, JOSH A"
100199,10/26/13,STORY COUNTY SHERIFF'S OFFICE,F,3:15 AM,0.118,0.118,,"CHRISTIAN, ADAM J"
100203,10/26/13,ISU - POLICE DIVISION,M,2:45 AM,0.112,0.112,,"OCHOA, EMORY L"
100203,10/25/13,ISU - POLICE DIVISION,F,2:06 AM,0,0,,"HICKS, DOUG E"
100203,10/24/13,ISU - POLICE DIVISION,M,3:19 AM,0.109,0.109,,"OCHOA, EMORY L"
100203,10/24/13,ISU - POLICE DIVISION,M,2:35 AM,0.208,0.208,,"VARNER, KEITH D"
100199,10/23/13,STORY COUNTY SHERIFF'S OFFICE,M,1:49 AM,0.036,0.037,,"CIZMADIA, JOSH J"
100199,10/22/13,STORY COUNTY SHERIFF'S OFFICE,M,1:15 PM,0.272,0.273,,"CALE, HILLARY K"
100203,10/22/13,ISU - POLICE DIVISION,M,3:08 AM,0,0,,"JUNIOR, VINCENT C"
100199,10/20/13,STORY COUNTY SHERIFF'S OFFICE,F,2:55 AM,0.213,0.213,,"KOCH, CHAD R"
100203,10/20/13,ISU - POLICE DIVISION,M,2:17 AM,0.173,0.173,,"HICKS, DOUG E"
100203,10/19/13,ISU - POLICE DIVISION,M,8:31 AM,0.141,0.14,,"OETKER, PATRICK J"
100199,10/19/13,STORY COUNTY SHERIFF'S OFFICE,M,3:17 AM,0.162,0.161,,"COMBS, DILLON C"
100199,10/19/13,STORY COUNTY SHERIFF'S OFFICE,M,12:29 AM,0.152,0.152,,"GRIMM, JOSH A"
100199,10/18/13,STORY COUNTY SHERIFF'S OFFICE,F,4:27 PM,0.093,0.093,,"JOHNSON, DAVID M"
100199,10/18/13,STORY COUNTY SHERIFF'S OFFICE,M,6:13 AM,0.118,0.117,,"GRIMM, JOSH A"
100203,10/18/13,ISU - POLICE DIVISION,F,3:15 AM,0.15,0.15,,"OCHOA, EMORY L"
100199,10/17/13,STORY COUNTY SHERIFF'S OFFICE,M,7:48 PM,0.091,0.09,,"CIZMADIA, JOSH J"
100203,10/17/13,ISU - POLICE DIVISION,F,3:11 AM,0.087,0.087,,"HICKS, DOUG E"
100203,10/17/13,ISU - POLICE DIVISION,F,3:00 AM,Incomplete,,,"HICKS, DOUG E"
100203,10/17/13,ISU - POLICE DIVISION,M,1:11 AM,0,0,,"DE VRIES, RYAN J"
100203,10/16/13,ISU - POLICE DIVISION,M,2:23 AM,0.126,0.125,,"VARNER, KEITH D"
100203,10/15/13,ISU - POLICE DIVISION,M,1:07 AM,0.193,0.193,,"HAUGE, RYAN D"
100203,10/13/13,ISU - POLICE DIVISION,M,4:32 AM,0.193,0.192,,"MEENAGH, RYAN J"
100203,10/13/13,ISU - POLICE DIVISION,M,2:56 AM,0.119,0.118,,"OCHOA, EMORY L"
100199,10/13/13,STORY COUNTY SHERIFF'S OFFICE,M,1:18 AM,0.08,0.079,,"BRANDES, CHRISTOPHER R"
100203,10/12/13,ISU - POLICE DIVISION,M,5:00 AM,0.149,0.148,,"OCHOA, EMORY L"
100203,10/12/13,ISU - POLICE DIVISION,F,1:17 AM,0.172,0.171,,"OCHOA, EMORY L"
100203,10/11/13,ISU - POLICE DIVISION,F,3:01 AM,0.072,0.072,,"OCHOA, EMORY L"
100199,10/11/13,STORY COUNTY SHERIFF'S OFFICE,M,2:01 AM,Refused,,,"GRIMM, JOSH A"
100203,10/8/13,ISU - POLICE DIVISION,M,2:42 AM,0.224,0.224,,"GEIL, DARREN A"
100203,10/6/13,ISU - POLICE DIVISION,M,6:17 AM,0.174,0.173,,"EATON, JASON"
100203,10/6/13,ISU - POLICE DIVISION,F,4:08 AM,0.139,0.139,,"BURROWS, CHRIS"
100199,10/6/13,STORY COUNTY SHERIFF'S OFFICE,M,12:54 AM,0.134,0.133,,"ELLIS, LEANNA"
100203,10/6/13,ISU - POLICE DIVISION,M,12:43 AM,0,0,,"JUNIOR, VINCENT C"
100199,10/6/13,STORY COUNTY SHERIFF'S OFFICE,M,12:41 AM,0.143,0.142,,"JOHNSON, DAVID M"
100212,10/5/13,HUXLEY POLICE DEPARTMENT,M,11:44 PM,0.125,0.126,,"ALBAUGH, NATHAN S"
100199,10/5/13,STORY COUNTY SHERIFF'S OFFICE,M,4:09 PM,0.183,0.182,,"QUINN, ELIZABETH C"
100199,10/5/13,STORY COUNTY SHERIFF'S OFFICE,M,2:34 AM,0.148,0.148,,"CIZMADIA, JOSH J"
100199,10/5/13,STORY COUNTY SHERIFF'S OFFICE,M,1:31 AM,0.157,0.157,,"NAVRATIL, JOEL D"
100199,10/5/13,STORY COUNTY SHERIFF'S OFFICE,M,1:08 AM,Invalid,,,"NAVRATIL, JOEL D"
100203,10/3/13,ISU - POLICE DIVISION,M,9:32 PM,0.089,0.089,,"OCHOA, EMORY L"
100203,10/3/13,ISU - POLICE DIVISION,F,8:33 PM,0,0,,"SPOON, SYEVEN A"
100203,10/3/13,ISU - POLICE DIVISION,M,2:59 AM,0.122,0.122,,"OETKER, PATRICK J"
100203,10/3/13,ISU - POLICE DIVISION,M,2:41 AM,0.088,0.088,,"PETERSON, DAVID R"
100212,10/2/13,HUXLEY PD,M,6:21 PM,0.19,0.191,,"STOLL, GERRY D"
100203,10/2/13,ISU - POLICE DIVISION,M,3:15 AM,0.134,0.133,,"OCHOA, EMORY L"
100203,9/29/13,ISU - POLICE DIVISION,M,4:30 AM,0.03,0.03,,"OCHOA, EMORY L"
100203,9/29/13,ISU - POLICE DIVISION,M,3:10 AM,0.078,0.077,,"VARNER, KEITH D"
100203,9/29/13,ISU - POLICE DIVISION,M,2:06 AM,0.161,0.161,,"KOTHMANN, CULLEN A"
100199,9/29/13,STORY COUNTY SHERIFF'S OFFICE,M,1:28 AM,Refused,,,"BOECKMAN, ANDY J"
100199,9/28/13,STORY COUNTY SHERIFF'S OFFICE,M,11:37 PM,Refused,,,"HOCHBERGER, NICHOLAS J"
100203,9/28/13,ISU - POLICE DIVISION,F,4:21 AM,0.087,0.087,,"JUNIOR, VINCENT C"
100203,9/28/13,ISU - POLICE DIVISION,M,2:56 AM,0.09,0.089,,"OCHOA, EMORY L"
100212,9/28/13,HUXLEY POLICE DEPARTMENT,M,2:13 AM,0.157,0.158,,"ALBAUGH, NATHAN S"
100203,9/28/13,ISU - POLICE DIVISION,F,1:40 AM,0.082,0.082,,"OCHOA, EMORY L"
100199,9/28/13,STORY COUNTY JAIL,M,12:10 AM,0.179,0.177,,"SASSMAN, T"
100199,9/27/13,STORY COUNTY SHERIFF'S OFFICE,M,7:58 PM,0.078,0.078,,"BRANDES, CHRISTOPHER R"
100203,9/27/13,ISU - POLICE DIVISION,M,4:52 AM,0,0,,"JUNIOR, VINCENT C"
100203,9/27/13,ISU - POLICE DIVISION,F,2:57 AM,0.127,0.126,,"OCHOA, EMORY L"
100203,9/27/13,ISU - POLICE DIVISION,F,2:50 AM,Incomplete,,,"OCHOA, EMORY L"
100199,9/26/13,STORY COUNTY SHERIFF'S OFFICE,M,10:51 PM,0.121,0.121,,"BRANDES, CHRISTOPHER R"
100199,9/26/13,STORY COUNTY SHERIFF'S OFFICE,F,2:44 AM,0.119,0.118,,"GRIMM, JOSH A"
100203,9/26/13,ISU - POLICE DIVISION,F,2:23 AM,0.074,0.073,,"OCHOA, EMORY L"
100203,9/26/13,ISU - POLICE DIVISION,M,12:54 AM,0.154,0.154,,"HICKS, DOUG E"
100203,9/25/13,ISU - POLICE DIVISION,F,2:40 AM,0.096,0.095,,"HICKS, DOUG E"
100203,9/25/13,ISU - POLICE DIVISION,M,1:37 AM,0.101,0.1,,"VARNER, KEITH D"
100199,9/22/13,STORY COUNTY SHERIFF'S OFFICE,M,4:57 AM,0.126,0.125,,"SCHULTZ, KYLE D"
100203,9/22/13,ISU - POLICE DIVISION,M,4:13 AM,0.161,0.16,,"JOHNSEN, DONALD"
100203,9/22/13,ISU - POLICE DIVISION,F,3:25 AM,0.152,0.151,,"OCHOA, EMORY L"
100203,9/22/13,ISU - POLICE DIVISION,M,2:56 AM,0.184,0.184,,"KOTHMANN, CULLEN A"
100203,9/22/13,ISU - POLICE DIVISION,M,12:47 AM,0.141,0.141,,"KOTHMANN, CULLEN A"
100203,9/22/13,ISU - POLICE DIVISION,M,12:21 AM,0.119,0.118,,"ROPP, HEATH W"
100203,9/21/13,ISU - POLICE DIVISION,F,3:15 AM,0.024,0.023,,"OCHOA, EMORY L"
100203,9/21/13,ISU - POLICE DIVISION,F,12:31 AM,0.085,0.085,,"OCHOA, EMORY L"
100203,9/20/13,ISU - POLICE DIVISION,M,2:55 AM,0.164,0.164,,"JOHNSEN, DONALD"
100199,9/19/13,STORY COUNTY SHERIFF'S OFFICE,M,1:27 AM,Refused,,,"BOECKMAN, ANDY J"
100199,9/19/13,STORY COUNTY SHERIFF'S OFFICE,M,1:15 AM,Incomplete,,,"BOECKMAN, ANDY J"
100199,9/19/13,STORY COUNTY SHERIFF'S OFFICE,M,1:08 AM,Incomplete,,,"BOECKMAN, ANDY J"
100199,9/19/13,STORY COUNTY SHERIFF'S OFFICE,M,1:01 AM,Incomplete,,,"BOECKMAN, ANDY J"
100199,9/18/13,STORY COUNTY SHERIFF'S OFFICE,M,3:05 PM,0.261,0.26,,"CHRISTIAN, ADAM J"
100203,9/15/13,ISU - POLICE DIVISION,M,4:56 AM,0.213,0.212,,"OCHOA, EMORY L"
100199,9/15/13,STORY COUNTY SHERIFF'S OFFICE,M,3:48 AM,0.153,0.152,,"CHRISTIAN, ADAM J"
100203,9/15/13,ISU - POLICE DIVISION,M,2:44 AM,0.197,0.196,,"DEUTMEYER, ZACHARY M"
100203,9/15/13,ISU - POLICE DIVISION,M,2:35 AM,0.035,0.035,,"BURROWS, CHRIS"
100203,9/15/13,ISU - POLICE DIVISION,F,2:25 AM,0.021,0.02,,"HANSEN, ELIJAH C"
100199,9/15/13,STORY COUNTY SHERIFF'S OFFICE,M,2:02 AM,0.205,0.203,,"CALE, HILLARY K"
100199,9/15/13,STORY COUNTY SHERIFF'S OFFICE,M,12:49 AM,0.125,0.124,,"NAVRATIL, JOEL D"
100199,9/15/13,STORY CO. JAIL,M,12:37 AM,0.145,0.144,,"UNDERWOOD, T"
100199,9/14/13,STORY COUNTY SHERIFF'S OFFICE,M,10:13 PM,0.098,0.098,,"CALE, HILLARY K"
100203,9/14/13,ISU - POLICE DIVISION,M,9:38 PM,0.15,0.15,,"ATILANO, TONY D"
100203,9/14/13,ISU - POLICE DIVISION,M,5:00 AM,0.059,0.059,,"OCHOA, EMORY L"
100203,9/14/13,ISU - POLICE DIVISION,F,3:26 AM,0.092,0.092,,"OCHOA, EMORY L"
100203,9/14/13,ISU - POLICE DIVISION,M,3:05 AM,0.117,0.117,,"GEIL, DARREN A"
100203,9/13/13,ISU - POLICE DIVISION,M,9:58 PM,0.123,0.123,,"DEUTMEYER, ZACHARY M"
100203,9/13/13,ISU - POLICE DIVISION,M,3:00 AM,0.109,0.108,,"VARNER, KEITH D"
100203,9/13/13,ISU - POLICE DIVISION,F,2:51 AM,0.104,0.103,,"OCHOA, EMORY L"
100203,9/13/13,ISU - POLICE DIVISION,M,2:42 AM,0.194,0.193,,"EATON, J"
100199,9/8/13,STORY COUNTY JAIL,M,11:07 PM,0.144,0.143,,"LARSON, R"
100199,9/8/13,STORY COUNTY SHERIFF'S OFFICE,F,8:52 PM,0.104,0.104,,"BRANDES, CHRISTOPHER R"
100203,9/8/13,ISU - POLICE DIVISION,F,8:10 PM,0.216,0.215,,"EATON, JASON"
100199,9/8/13,STORY COUNTY SHERIFF'S OFFICE,M,9:44 AM,0,0,,"NAVRATIL, JOEL D"
100199,9/8/13,STORY COUNTY SHERIFF'S OFFICE,M,8:53 AM,0.11,0.109,,"HOVE, HEATH"
100212,9/8/13,HUXLEY POLICE DEPARTMENT,F,2:58 AM,0.051,0.052,,"ALBAUGH, NATHAN S"
100203,9/8/13,SU - POLICE DIVISION,M,1:50 AM,0,0,,"OCHOA, EMORY L"
100199,9/7/13,STORY COUNTY SHERIFF'S OFFICE,M,6:57 AM,0.163,0.162,,"NAVRATIL, JOEL D"
100212,9/7/13,HUXLEY POLICE DEPARTMENT,F,3:20 AM,0.076,0.077,,"ALBAUGH, NATHAN S"
100203,9/7/13,ISU - POLICE DIVISION,M,3:13 AM,0.23,0.228,,"OCHOA, EMORY L"
100199,9/7/13,STORY COUNTY SHERIFF'S OFFICE,M,1:02 AM,0.243,0.241,,"SCHULTZ, KYLE D"
100203,9/6/13,ISU - POLICE DIVISION,F,4:02 AM,0.106,0.106,,"JOHNSEN, DON"
100203,9/6/13,ISU - POLICE DIVISION,F,3:42 AM,,,Standard Out of Range,"JOHNSEN, DON"
100203,9/6/13,ISU - POLICE DIVISION,F,3:38 AM,,,Standard Out of Range,"JOHNSEN, DON"
100203,9/6/13,ISU - POLICE DIVISION,F,3:35 AM,,,Standard Out of Range,"JOHNSEN, DON"
100203,9/6/13,ISU - POLICE DIVISION,F,3:27 AM,0.145,0.144,,"MEENAGH, RYAN J"
100203,9/6/13,ISU - POLICE DIVISION,F,3:16 AM,0.199,0.199,,"BAILEY, DENNIS M"
100203,9/6/13,ISU - POLICE DIVISION,M,2:51 AM,0.129,0.128,,"OCHOA, EMORY L"
100203,9/6/13,ISU - POLICE DIVISION,F,2:36 AM,0.103,0.102,,"DEUTMEYER, ZACHARY M"
100199,9/5/13,STORY COUNTY SHERIFF'S OFFICE,M,11:51 AM,0.103,0.102,,"DAGIT, JOSHUA R"
100203,9/5/13,ISU - POLICE DIVISION,M,3:05 AM,0.105,0.104,,"VARNER, KEITH D"
100203,9/5/13,ISU - POLICE DIVISION,F,2:52 AM,0.21,0.21,,"OCHOA, EMORY L"
100199,9/5/13,STORY COUNTY SHERIFF'S OFFICE,F,2:41 AM,0.217,0.216,,"GRIMM, JOSH A"
100199,9/5/13,STORY COUNTY SHERIFF'S OFFICE,M,1:31 AM,0,0,,"SCHULTZ, KYLE D"
100203,9/5/13,ISU - POLICE DIVISION,M,1:27 AM,0.077,0.076,,"OCHOA, EMORY L"
100203,9/2/13,ISU - POLICE DIVISION,M,3:45 AM,0.093,0.093,,"HICKS, DOUG E"
100203,9/1/13,ISU - POLICE DIVISION,F,3:15 AM,0.118,0.117,,"OCHOA, EMORY L"
100199,9/1/13,STORY COUNTY SHERIFF'S OFFICE,M,2:51 AM,Refused,,,"CIZMADIA, JOSH J"
100203,9/1/13,ISU - POLICE DIVISION,M,2:02 AM,0.041,0.041,,"HICKS, DOUG E"
100199,9/1/13,STORY COUNTY SHERIFF'S OFFICE,M,12:19 AM,0.093,0.092,,"CIZMADIA, JOSH J"
100203,8/31/13,ISU - POLICE DIVISION,M,11:43 PM,0.213,0.212,,"OCHOA, EMORY L"
100199,8/31/13,STORY COUNTY SHERIFF'S OFFICE,F,5:22 AM,0.128,0.127,,"BOECKMAN, ANDY J"
100203,8/31/13,ISU - POLICE DIVISION,M,4:15 AM,0.052,0.052,,"HICKS, DOUG E"
100203,8/31/13,ISU - POLICE DIVISION,M,3:16 AM,0.166,0.165,,"OCHOA, EMORY L"
100203,8/31/13,ISU PD,F,2:41 AM,0.134,0.133,,"PETERSON, DAVID R"
100203,8/31/13,ISU - POLICE DIVISION,M,1:13 AM,0.177,0.176,,"HANSEN, ELIJAH C"
