InstrumentID,Date,Location,Gender,Time,Res1,Res2,Status,Officer
100199,8/20/17,STORY COUNTY SHERIFF'S OFFICE,M,2:55 AM,0.187,0.187,,"MASSARO, MATTHEW J"
100203,8/19/17,ISUPD,F,1:46 PM,0.032,0.031,,"HICKS, DOUG"
100199,8/19/17,STORY COUNTY SHERIFF'S OFFICE,M,2:00 AM,0,0,,"STOFER, MICHAEL L"
100203,8/18/17,ISU DPS,M,12:51 AM,0.088,0.088,,"MEENAGH, RYAN"
100203,8/17/17,ISU - POLICE DIVISION,M,4:04 AM,0.187,0.185,,"MEENAGH, RYAN J"
100203,8/17/17,ISU PD,M,3:20 AM,0.135,0.134,,"MOOERS, COBY"
149606,8/17/17,AMES POLICE DEPARTMENT,M,2:43 AM,0.175,0.175,,"PHANCHANTRAURAI, DILOK"
100203,8/13/17,ISU - POLICE DIVISION,M,2:37 AM,0.154,0.153,,"MEENAGH, RYAN J"
100203,8/13/17,ISUPD,M,2:08 AM,0.14,0.139,,"HICKS, DOUG"
100203,8/12/17,ISU PD ARMORY BUILDING,F,11:24 PM,0.081,0.08,,"DEUTMEYER, ZACHARY"
149606,8/12/17,AMES PD,M,4:15 AM,0.127,0.127,,"HOCHBERGER, ASHLEY"
100203,8/12/17,ISU PD,M,3:17 AM,0.129,0.128,,"OBERENDER, KAMI"
100203,8/12/17,ISU DPS,F,2:01 AM,0.178,0.178,,"MEENAGH, RYAN"
149606,8/12/17,AMES PD,M,12:35 AM,0.23,0.23,,"HOCHBERGER, ASHLEY"
149606,8/11/17,AMES PD,F,10:18 PM,0.169,0.169,,"HOLDER, LACI"
100203,8/10/17,ISU PD,M,1:16 AM,0.202,0.202,,"OBERENDER, KAMI"
149606,8/8/17,AMES PD,F,11:08 PM,0.258,0.257,,"VANDER ZWAAG, JOSH"
100203,8/6/17,IOWA STATE UNIVERSITY PD,F,4:48 AM,0.107,0.107,,"BURROWS, CHRIS"
149606,8/6/17,AMES PD,M,2:27 AM,0,0,,"GEIL, DARREN"
100203,8/6/17,ISU PD,M,1:40 AM,0,0,,"MOOERS, COBY"
100199,8/5/17,STORY COUNTY SHERIFF'S OFFICE,M,4:19 AM,0.084,0.083,,"HOVE, HEATH"
100203,8/4/17,ISU PD,M,3:51 AM,0.093,0.092,,"MOOERS, COBY"
100203,8/2/17,ISU DPS,M,3:35 AM,0.102,0.102,,"MEENAGH, RYAN"
100199,7/29/17,STORY COUNTY SHERIFF'S OFFICE,M,3:02 PM,0.207,0.206,,"BRUNER, MATTHEW J"
100212,7/27/17,HUXLEY PD,F,2:32 AM,0.238,0.237,,"MARCHESANO, JOSEPH M"
100212,7/26/17,HUXLEY PD,M,9:09 AM,0,0,,"SUPPORT, TRACS"
149606,7/25/17,AMES PD,F,1:22 AM,0,0,,"HOCHBERGER, ASHLEY"
100203,7/23/17,ISU PD,M,3:15 AM,0.12,0.119,,"MOOERS, COBY"
100199,7/22/17,STORY COUNTY SHERIFF'S OFFICE,M,2:16 AM,0.134,0.133,,"LUKE, ADAM J"
100199,7/22/17,STORY COUNTY SHERIFF'S OFFICE,M,2:08 AM,Incomplete,,,"LUKE, ADAM J"
100212,7/19/17,HUXLEY POLICE DEPARTMENT,,5:23 PM,0.197,0.197,,"KROCK, TAMMY A"
149606,7/18/17,AMES PD,M,12:47 AM,0,0,,"GEIL, DARREN"
100199,7/18/17,STORY COUNTY SHERIFF'S OFFICE,M,12:14 AM,Refused,,,"HOCHBERGER, NICHOLAS J"
100203,7/15/17,ISU - POLICE DIVISION,F,5:10 AM,Refused,,,"SCHMITZ, JAMIE R"
100203,7/15/17,ISUPD,M,2:57 AM,0.061,0.06,,"BELL, ALLISON"
100203,7/15/17,ISUPD,M,2:37 AM,Invalid,,,"BELL, ALLISON"
100203,7/13/17,ISU - POLICE DIVISION,M,3:32 AM,0.15,0.149,,"BURROWS, CHRIS"
149606,7/12/17,AMES PD,M,11:00 PM,0.052,0.052,,"CHRISTENSEN, JOSEPH"
100199,7/9/17,STORY COUNTY SHERIFF'S OFFICE,M,2:29 AM,0.119,0.119,,"HOCHBERGER, NICHOLAS J"
149606,7/6/17,AMES PD,M,4:05 AM,0.137,0.136,,"GEIL, DARREN"
100199,7/6/17,STORY CO SO,F,12:10 AM,0.266,0.264,,"SCHMITZ, JAMIE"
100212,7/4/17,HUXLEY POLICE DEPARTMENT,F,5:10 PM,0.122,0.121,,"HOFFMAN, ALEX J"
100203,7/4/17,IOWA STATE UNIVERSITY POLICE DEPT,M,3:32 AM,0.092,0.091,,"BELL, ALLISON"
100199,7/3/17,STORY COUNTY SHERIFF'S OFFICE,M,9:58 PM,Refused,,,"HOCHBERGER, NICHOLAS J"
100199,7/1/17,STORY COUNTY SHERIFF'S OFFICE,M,2:33 AM,Refused,,,"LUKE, ADAM J"
149606,7/1/17,AMES PD,M,12:48 AM,0.16,0.159,,"KLARIC, ANDREJ"
100199,6/30/17,STORY COUNTY SHERIFF'S OFFICE,M,6:29 PM,0.266,0.264,,"NAVRATIL, JOEL D"
100212,6/27/17,HUXLEY POLICE DEPARTMENT,,10:33 AM,0,0,,"BLESKACEK, JIM"
100199,6/27/17,STORY COUNTY SHERIFF'S OFFICE,,8:15 AM,0,0,,"BLESKACEK, JIM"
100203,6/25/17,ISU - POLICE DIVISION,M,3:57 AM,0.088,0.087,,"GREENE, NATASHA D"
100203,6/25/17,ISU DPS,M,3:49 AM,0.093,0.094,,"MEENAGH, RYAN"
149606,6/24/17,AMES PD,M,6:43 PM,0.138,0.137,,"VANDER ZWAAG, JOSH"
100199,6/24/17,STORY COUNTY SHERIFF'S OFFICE,M,3:57 PM,0,0,,"NAVRATIL, JOEL D"
100199,6/24/17,STORY CO SO,M,4:53 AM,0.102,0.102,,"SCHULTZ, KYLE"
100203,6/24/17,IOWA STATE UNIVERSITY PD,M,3:49 AM,0.273,0.272,,"OBERENDER, KAMI"
100199,6/22/17,STORY COUNTY SHERIFF'S OFFICE,F,1:56 AM,0.165,0.164,,"SCHMITZ, JAMIE"
100199,6/22/17,STORY COUNTY SHERIFF'S OFFICE,F,1:45 AM,Incomplete,,,"SCHMITZ, JAMIE"
100199,6/20/17,STORY COUNTY SHERIFF'S OFFICE,F,8:53 PM,0.173,0.172,,"BARTOS, MATTHEW B"
149606,6/18/17,AMES PD,M,2:00 AM,0.069,0.068,,"VANDER ZWAAG, JOSH"
149606,6/18/17,AMES PD,M,1:08 AM,Incomplete,,,"VANDER ZWAAG, JOSH"
100199,6/17/17,STORY COUNTY SHERIFF'S OFFICE,F,2:12 AM,Refused,,,"SEYMOUR, SEAN A"
100199,6/16/17,STORY COUNTY SHERIFF'S OFFICE,M,8:37 PM,0.126,0.125,,"WILSON, GABRIEL S"
100199,6/16/17,STORY COUNTY SHERIFF'S OFFICE,M,1:16 AM,0.158,0.157,,"SEYMOUR, SEAN A"
149606,6/13/17,AMES PD,M,12:31 AM,0.049,0.049,,"THAYER, LANE"
149606,6/11/17,AMES PD,M,2:40 AM,0.161,0.161,,"EATON, JASON"
149606,6/11/17,AMES PD,M,12:35 AM,0.193,0.192,,"GEIL, DARREN"
100199,6/10/17,STORY COUNTY SHERIFF'S OFFICE,M,2:23 AM,0.107,0.105,,"SEYMOUR, SEAN A"
149606,6/9/17,AMES PD,M,12:02 AM,0,0,,"KOEPPING, MITCHELL"
100199,6/7/17,STORY COUNTY SHERIFF'S OFFICE,M,10:26 PM,0.119,0.118,,"MARCHESANO, JOE"
100203,6/6/17,ISUPD,M,1:48 AM,0.047,0.047,,"HICKS, DOUG"
149606,6/4/17,AMES PD,M,3:13 AM,0.161,0.161,,"HOCHBERGER, ASHLEY"
149606,5/30/17,AMES PD,F,7:31 PM,0.267,0.266,,"KRUGER, KURT"
100199,5/30/17,STORY CO SO,F,4:37 AM,0,0,,"SLICE, THOMAS"
100199,5/29/17,STORY COUNTY SHERIFF'S OFFICE,M,11:35 AM,0,0,,"HENDERSON, ANDREW P"
100199,5/29/17,STORY COUNTY SHERIFF'S OFFICE,M,5:21 AM,0,0,,"DEMAREST, DUSTIN J"
100199,5/29/17,STORY CO SO,M,1:28 AM,0.175,0.174,,"SCHULTZ, KYLE"
149606,5/28/17,AMES PD,M,6:03 PM,0.189,0.189,,"HOLDER, LACI"
100203,5/28/17,ISU DPS,F,4:07 AM,0.143,0.142,,"MEENAGH, RYAN"
100203,5/28/17,ISU DPS,M,1:28 AM,0.117,0.117,,"MEENAGH, RYAN"
100199,5/27/17,STORY CO SO,M,4:13 AM,0.225,0.223,,"SCHULTZ, KYLE"
100199,5/27/17,STORY COUNTY SHERIFF'S OFFICE,M,2:41 AM,0.159,0.157,,"SPRINGER, KELLI J"
100199,5/26/17,STORY CO SO,M,8:40 PM,0.165,0.163,,"SLICE, THOMAS"
100199,5/26/17,STORY CO SO,M,8:33 PM,,,Blank Error,"SLICE, THOMAS"
100199,5/25/17,STORY COUNTY SHERIFF'S OFFICE,F,10:27 PM,0.108,0.107,,"HOCHBERGER, NICHOLAS J"
149606,5/25/17,AMES PD,M,8:58 PM,0.208,0.206,,"HAUGE, RYAN"
149606,5/25/17,AMES PD,M,8:57 PM,,,Pump Error,"HAUGE, RYAN"
100199,5/25/17,STORY COUNTY SHERIFF'S OFFICE,M,3:10 AM,Refused,,,"SCHMITZ, JAMIE"
149606,5/22/17,AMES POLICE DEPARTMENT,M,9:40 AM,0.295,0.295,,"GOHLMANN, TODD A"
100203,5/21/17,IOWA STATE UNIVERSITY PD,M,4:37 AM,0.135,0.135,,"BURROWS, CHRIS"
100199,5/21/17,STORY COUNTY SHERIFF'S OFFICE,M,4:03 AM,0.148,0.147,,"BEAN, SETH A"
100203,5/21/17,IOWA STATE UNIVERSITY PD,F,2:38 AM,0.084,0.083,,"BURROWS, CHRIS"
100203,5/20/17,ISU PD,M,4:12 AM,0.142,0.141,,"MOOERS, COBY"
100203,5/19/17,ISU PD,M,2:04 AM,0.129,0.129,,"MOOERS, COBY"
100199,5/18/17,STORY COUNTY SHERIFF'S OFFICE,M,1:25 AM,Refused,,,"CIZMADIA, JOSH J"
149606,5/17/17,AMES PD,F,4:33 PM,0.176,0.177,,"MARSHALL, BLAKE"
149606,5/14/17,AMES POLICE DEPARTMENT,F,3:47 AM,0.181,0.18,,"EATON, J"
100199,5/14/17,STORY COUNTY SHERIFF'S OFFICE,F,3:39 AM,0.11,0.11,,"HOFFMAN, ALEX J"
100199,5/13/17,STORY COUNTY SHERIFF'S OFFICE,M,11:52 PM,0,0,,"DEMAREST, DUSTIN J"
100203,5/13/17,ISU POLICE,M,7:40 PM,0.192,0.192,,"RIEDER, JASON"
100203,5/13/17,ISU POLICE,M,7:33 PM,Incomplete,,,"RIEDER, JASON"
100199,5/13/17,STORY CO SO,M,2:53 AM,0.176,0.176,,"SCHMITZ, JAMIE"
100203,5/13/17,ISU PD,M,2:34 AM,0.101,0.101,,"MOOERS, COBY"
100199,5/12/17,STORY COUNTY SHERIFF'S OFFICE,M,11:58 PM,0,0,,"CIZMADIA, JOSH J"
100203,5/12/17,ISU - POLICE DIVISION,F,2:20 AM,0.082,0.081,,"PETERSON, DAVID R"
149606,5/12/17,AMES PD,M,1:11 AM,0.127,0.126,,"JOHNSEN, DON"
100203,5/11/17,ISU PD,F,2:35 AM,0.078,0.079,,"MOOERS, COBY"
100203,5/10/17,IOWA STATE UNIVERSITY PD,M,3:27 AM,0.065,0.064,,"BURROWS, CHRIS"
100199,5/7/17,STORY COUNTY SHERIFF'S OFFICE,F,4:01 AM,Incomplete,,,"LUKE, ADAM J"
100199,5/7/17,STORY COUNTY SHERIFF'S OFFICE,F,3:52 AM,Incomplete,,,"LUKE, ADAM J"
100199,5/6/17,STORY COUNTY SHERIFF'S OFFICE,M,3:10 AM,0,0,,"STOFER, MICHAEL L"
